Scenario,ISO,Country,Variable,Year,Value
Baseline,IRL,Ireland,inflation,Year,2048
Baseline,ITA,Italy,unemployment,Year,2048
Baseline,ITA,Italy,inflation,Year,2048
Baseline,JPN,Japan,unemployment,Year,2048
Baseline,JPN,Japan,inflation,Year,2048
Baseline,LVA,Latvia,unemployment,Year,2048
Baseline,LVA,Latvia,inflation,Year,2048
Baseline,LTU,Lithuania,unemployment,Year,2048
Baseline,LTU,Lithuania,inflation,Year,2048
Baseline,MYS,Malaysia,unemployment,Year,2048
Baseline,MYS,Malaysia,inflation,Year,2048
Baseline,MEX,Mexico,unemployment,Year,2048
Baseline,MEX,Mexico,inflation,Year,2048
Baseline,NLD,Netherlands,unemployment,Year,2048
Baseline,NLD,Netherlands,inflation,Year,2048
Baseline,NZL,New Zealand,unemployment,Year,2048
Baseline,NZL,New Zealand,inflation,Year,2048
Baseline,NOR,Norway,unemployment,Year,2048
Baseline,NOR,Norway,inflation,Year,2048
Baseline,POL,Poland,unemployment,Year,2048
Baseline,POL,Poland,inflation,Year,2048
Baseline,PRT,Portugal,unemployment,Year,2048
Baseline,PRT,Portugal,inflation,Year,2048
Baseline,ROU,Romania,unemployment,Year,2048
Baseline,ROU,Romania,inflation,Year,2048
Baseline,RUS,Russia,unemployment,Year,2048
Baseline,RUS,Russia,inflation,Year,2048
Baseline,SGP,Singapore,unemployment,Year,2048
Baseline,SGP,Singapore,inflation,Year,2048
Baseline,SVK,Slovakia,unemployment,Year,2048
Baseline,SVK,Slovakia,inflation,Year,2048
Baseline,SVN,Slovenia,unemployment,Year,2048
Baseline,SVN,Slovenia,inflation,Year,2048
Baseline,ZAF,South Africa,unemployment,Year,2048
Baseline,ZAF,South Africa,inflation,Year,2048
Baseline,KOR,South Korea,unemployment,Year,2048
Baseline,KOR,South Korea,inflation,Year,2048
Baseline,ESP,Spain,unemployment,Year,2048
Baseline,ESP,Spain,inflation,Year,2048
Baseline,SWE,Sweden,unemployment,Year,2048
Baseline,SWE,Sweden,inflation,Year,2048
Baseline,CHE,Switzerland,unemployment,Year,2048
Baseline,CHE,Switzerland,inflation,Year,2048
Baseline,TWN,Taiwan,unemployment,Year,2048
Baseline,TWN,Taiwan,inflation,Year,2048
Baseline,GBR,United Kingdom,unemployment,Year,2048
Baseline,GBR,United Kingdom,inflation,Year,2048
Baseline,USA,United States,unemployment,Year,2048
Baseline,USA,United States,inflation,Year,2048
Baseline,VNM,Viet Nam,unemployment,Year,2048
Baseline,VNM,Viet Nam,inflation,Year,2048
Below2,ARG,Argentina,unemployment,Year,2048
Below2,ARG,Argentina,inflation,Year,2048
Below2,AUS,Australia,unemployment,Year,2048
Below2,AUS,Australia,inflation,Year,2048
Below2,AUT,Austria,unemployment,Year,2048
Below2,AUT,Austria,inflation,Year,2048
Below2,BEL,Belgium,unemployment,Year,2048
Below2,BEL,Belgium,inflation,Year,2048
Below2,BRA,Brazil,unemployment,Year,2048
Below2,BRA,Brazil,inflation,Year,2048
Below2,BGR,Bulgaria,unemployment,Year,2048
Below2,BGR,Bulgaria,inflation,Year,2048
Below2,CAN,Canada,unemployment,Year,2048
Below2,CAN,Canada,inflation,Year,2048
Below2,CHL,Chile,unemployment,Year,2048
Below2,CHL,Chile,inflation,Year,2048
Below2,CHN,China,unemployment,Year,2048
Below2,CHN,China,inflation,Year,2048
Below2,HRV,Croatia,unemployment,Year,2048
Below2,HRV,Croatia,inflation,Year,2048
Below2,CZE,Czech Republic,unemployment,Year,2048
Below2,CZE,Czech Republic,inflation,Year,2048
Below2,DNK,Denmark,unemployment,Year,2048
Below2,DNK,Denmark,inflation,Year,2048
Below2,EGY,Egypt,unemployment,Year,2048
Below2,EGY,Egypt,inflation,Year,2048
Below2,EST,Estonia,unemployment,Year,2048
Below2,EST,Estonia,inflation,Year,2048
Below2,FIN,Finland,unemployment,Year,2048
Below2,FIN,Finland,inflation,Year,2048
Below2,FRA,France,unemployment,Year,2048
Below2,FRA,France,inflation,Year,2048
Below2,DEU,Germany,unemployment,Year,2048
Below2,DEU,Germany,inflation,Year,2048
Below2,GRC,Greece,unemployment,Year,2048
Below2,GRC,Greece,inflation,Year,2048
Below2,HKG,Hong Kong,unemployment,Year,2048
Below2,HKG,Hong Kong,inflation,Year,2048
Below2,HUN,Hungary,unemployment,Year,2048
Below2,HUN,Hungary,inflation,Year,2048
Below2,IND,India,unemployment,Year,2048
Below2,IND,India,inflation,Year,2048
Below2,IDN,Indonesia,unemployment,Year,2048
Below2,IDN,Indonesia,inflation,Year,2048
Below2,IRL,Ireland,unemployment,Year,2048
Below2,IRL,Ireland,inflation,Year,2048
Below2,ITA,Italy,unemployment,Year,2048
Below2,ITA,Italy,inflation,Year,2048
Below2,JPN,Japan,unemployment,Year,2048
Below2,JPN,Japan,inflation,Year,2048
Below2,LVA,Latvia,unemployment,Year,2048
Below2,LVA,Latvia,inflation,Year,2048
Below2,LTU,Lithuania,unemployment,Year,2048
Below2,LTU,Lithuania,inflation,Year,2048
Below2,MYS,Malaysia,unemployment,Year,2048
Below2,MYS,Malaysia,inflation,Year,2048
Below2,MEX,Mexico,unemployment,Year,2048
Below2,MEX,Mexico,inflation,Year,2048
Below2,NLD,Netherlands,unemployment,Year,2048
Below2,NLD,Netherlands,inflation,Year,2048
Below2,NZL,New Zealand,unemployment,Year,2048
Below2,NZL,New Zealand,inflation,Year,2048
Below2,NOR,Norway,unemployment,Year,2048
Below2,NOR,Norway,inflation,Year,2048
Below2,POL,Poland,unemployment,Year,2048
Below2,POL,Poland,inflation,Year,2048
Below2,PRT,Portugal,unemployment,Year,2048
Below2,PRT,Portugal,inflation,Year,2048
Below2,ROU,Romania,unemployment,Year,2048
Below2,ROU,Romania,inflation,Year,2048
Below2,RUS,Russia,unemployment,Year,2048
Below2,RUS,Russia,inflation,Year,2048
Below2,SGP,Singapore,unemployment,Year,2048
Below2,SGP,Singapore,inflation,Year,2048
Below2,SVK,Slovakia,unemployment,Year,2048
Below2,SVK,Slovakia,inflation,Year,2048
Below2,SVN,Slovenia,unemployment,Year,2048
Below2,SVN,Slovenia,inflation,Year,2048
Below2,ZAF,South Africa,unemployment,Year,2048
Below2,ZAF,South Africa,inflation,Year,2048
Below2,KOR,South Korea,unemployment,Year,2048
Below2,KOR,South Korea,inflation,Year,2048
Below2,ESP,Spain,unemployment,Year,2048
Below2,ESP,Spain,inflation,Year,2048
Below2,SWE,Sweden,unemployment,Year,2048
Below2,SWE,Sweden,inflation,Year,2048
Below2,CHE,Switzerland,unemployment,Year,2048
Below2,CHE,Switzerland,inflation,Year,2048
Below2,TWN,Taiwan,unemployment,Year,2048
Below2,TWN,Taiwan,inflation,Year,2048
Below2,GBR,United Kingdom,unemployment,Year,2048
Below2,GBR,United Kingdom,inflation,Year,2048
Below2,USA,United States,unemployment,Year,2048
Below2,USA,United States,inflation,Year,2048
Below2,VNM,Viet Nam,unemployment,Year,2048
Below2,VNM,Viet Nam,inflation,Year,2048
Delayed transition,ARG,Argentina,unemployment,Year,2048
Delayed transition,ARG,Argentina,inflation,Year,2048
Delayed transition,AUS,Australia,unemployment,Year,2048
Delayed transition,AUS,Australia,inflation,Year,2048
Delayed transition,AUT,Austria,unemployment,Year,2048
Delayed transition,AUT,Austria,inflation,Year,2048
Delayed transition,BEL,Belgium,unemployment,Year,2048
Delayed transition,BEL,Belgium,inflation,Year,2048
Delayed transition,BRA,Brazil,unemployment,Year,2048
Delayed transition,BRA,Brazil,inflation,Year,2048
Delayed transition,BGR,Bulgaria,unemployment,Year,2048
Delayed transition,BGR,Bulgaria,inflation,Year,2048
Delayed transition,CAN,Canada,unemployment,Year,2048
Delayed transition,CAN,Canada,inflation,Year,2048
Delayed transition,CHL,Chile,unemployment,Year,2048
Delayed transition,CHL,Chile,inflation,Year,2048
Delayed transition,CHN,China,unemployment,Year,2048
Delayed transition,CHN,China,inflation,Year,2048
Delayed transition,HRV,Croatia,unemployment,Year,2048
Delayed transition,HRV,Croatia,inflation,Year,2048
Delayed transition,CZE,Czech Republic,unemployment,Year,2048
Delayed transition,CZE,Czech Republic,inflation,Year,2048
Delayed transition,DNK,Denmark,unemployment,Year,2048
Delayed transition,DNK,Denmark,inflation,Year,2048
Delayed transition,EGY,Egypt,unemployment,Year,2048
Delayed transition,EGY,Egypt,inflation,Year,2048
Delayed transition,EST,Estonia,unemployment,Year,2048
Delayed transition,EST,Estonia,inflation,Year,2048
Delayed transition,FIN,Finland,unemployment,Year,2048
Delayed transition,FIN,Finland,inflation,Year,2048
Delayed transition,FRA,France,unemployment,Year,2048
Delayed transition,FRA,France,inflation,Year,2048
Delayed transition,DEU,Germany,unemployment,Year,2048
Delayed transition,DEU,Germany,inflation,Year,2048
Delayed transition,GRC,Greece,unemployment,Year,2048
Delayed transition,GRC,Greece,inflation,Year,2048
Delayed transition,HKG,Hong Kong,unemployment,Year,2048
Delayed transition,HKG,Hong Kong,inflation,Year,2048
Delayed transition,HUN,Hungary,unemployment,Year,2048
Delayed transition,HUN,Hungary,inflation,Year,2048
Delayed transition,IND,India,unemployment,Year,2048
Delayed transition,IND,India,inflation,Year,2048
Delayed transition,IDN,Indonesia,unemployment,Year,2048
Delayed transition,IDN,Indonesia,inflation,Year,2048
Delayed transition,IRL,Ireland,unemployment,Year,2048
Delayed transition,IRL,Ireland,inflation,Year,2048
Delayed transition,ITA,Italy,unemployment,Year,2048
Delayed transition,ITA,Italy,inflation,Year,2048
Delayed transition,JPN,Japan,unemployment,Year,2048
Delayed transition,JPN,Japan,inflation,Year,2048
Delayed transition,LVA,Latvia,unemployment,Year,2048
Delayed transition,LVA,Latvia,inflation,Year,2048
Delayed transition,LTU,Lithuania,unemployment,Year,2048
Delayed transition,LTU,Lithuania,inflation,Year,2048
Delayed transition,MYS,Malaysia,unemployment,Year,2048
Delayed transition,MYS,Malaysia,inflation,Year,2048
Delayed transition,MEX,Mexico,unemployment,Year,2048
Delayed transition,MEX,Mexico,inflation,Year,2048
Delayed transition,NLD,Netherlands,unemployment,Year,2048
Delayed transition,NLD,Netherlands,inflation,Year,2048
Delayed transition,NZL,New Zealand,unemployment,Year,2048
Delayed transition,NZL,New Zealand,inflation,Year,2048
Delayed transition,NOR,Norway,unemployment,Year,2048
Delayed transition,NOR,Norway,inflation,Year,2048
Delayed transition,POL,Poland,unemployment,Year,2048
Delayed transition,POL,Poland,inflation,Year,2048
Delayed transition,PRT,Portugal,unemployment,Year,2048
Delayed transition,PRT,Portugal,inflation,Year,2048
Delayed transition,ROU,Romania,unemployment,Year,2048
Delayed transition,ROU,Romania,inflation,Year,2048
Delayed transition,RUS,Russia,unemployment,Year,2048
Delayed transition,RUS,Russia,inflation,Year,2048
Delayed transition,SGP,Singapore,unemployment,Year,2048
Delayed transition,SGP,Singapore,inflation,Year,2048
Delayed transition,SVK,Slovakia,unemployment,Year,2048
Delayed transition,SVK,Slovakia,inflation,Year,2048
Delayed transition,SVN,Slovenia,unemployment,Year,2048
Delayed transition,SVN,Slovenia,inflation,Year,2048
Delayed transition,ZAF,South Africa,unemployment,Year,2048
Delayed transition,ZAF,South Africa,inflation,Year,2048
Delayed transition,KOR,South Korea,unemployment,Year,2048
Delayed transition,KOR,South Korea,inflation,Year,2048
Delayed transition,ESP,Spain,unemployment,Year,2048
Delayed transition,ESP,Spain,inflation,Year,2048
Delayed transition,SWE,Sweden,unemployment,Year,2048
Delayed transition,SWE,Sweden,inflation,Year,2048
Delayed transition,CHE,Switzerland,unemployment,Year,2048
Delayed transition,CHE,Switzerland,inflation,Year,2048
Delayed transition,TWN,Taiwan,unemployment,Year,2048
Delayed transition,TWN,Taiwan,inflation,Year,2048
Delayed transition,GBR,United Kingdom,unemployment,Year,2048
Delayed transition,GBR,United Kingdom,inflation,Year,2048
Delayed transition,USA,United States,unemployment,Year,2048
Delayed transition,USA,United States,inflation,Year,2048
Delayed transition,VNM,Viet Nam,unemployment,Year,2048
Delayed transition,VNM,Viet Nam,inflation,Year,2048
Fragmented World,ARG,Argentina,unemployment,Year,2048
Fragmented World,ARG,Argentina,inflation,Year,2048
Fragmented World,AUS,Australia,unemployment,Year,2048
Fragmented World,AUS,Australia,inflation,Year,2048
Fragmented World,AUT,Austria,unemployment,Year,2048
Fragmented World,AUT,Austria,inflation,Year,2048
Fragmented World,BEL,Belgium,unemployment,Year,2048
Fragmented World,BEL,Belgium,inflation,Year,2048
Fragmented World,BRA,Brazil,unemployment,Year,2048
Fragmented World,BRA,Brazil,inflation,Year,2048
Fragmented World,BGR,Bulgaria,unemployment,Year,2048
Fragmented World,BGR,Bulgaria,inflation,Year,2048
Fragmented World,CAN,Canada,unemployment,Year,2048
Fragmented World,CAN,Canada,inflation,Year,2048
Fragmented World,CHL,Chile,unemployment,Year,2048
Fragmented World,CHL,Chile,inflation,Year,2048
Fragmented World,CHN,China,unemployment,Year,2048
Fragmented World,CHN,China,inflation,Year,2048
Fragmented World,HRV,Croatia,unemployment,Year,2048
Fragmented World,HRV,Croatia,inflation,Year,2048
Fragmented World,CZE,Czech Republic,unemployment,Year,2048
Fragmented World,CZE,Czech Republic,inflation,Year,2048
Fragmented World,DNK,Denmark,unemployment,Year,2048
Fragmented World,DNK,Denmark,inflation,Year,2048
Fragmented World,EGY,Egypt,unemployment,Year,2048
Fragmented World,EGY,Egypt,inflation,Year,2048
Fragmented World,EST,Estonia,unemployment,Year,2048
Fragmented World,EST,Estonia,inflation,Year,2048
Fragmented World,FIN,Finland,unemployment,Year,2048
Fragmented World,FIN,Finland,inflation,Year,2048
Fragmented World,FRA,France,unemployment,Year,2048
Fragmented World,FRA,France,inflation,Year,2048
Fragmented World,DEU,Germany,unemployment,Year,2048
Fragmented World,DEU,Germany,inflation,Year,2048
Fragmented World,GRC,Greece,unemployment,Year,2048
Fragmented World,GRC,Greece,inflation,Year,2048
Fragmented World,HKG,Hong Kong,unemployment,Year,2048
Fragmented World,HKG,Hong Kong,inflation,Year,2048
Fragmented World,HUN,Hungary,unemployment,Year,2048
Fragmented World,HUN,Hungary,inflation,Year,2048
Fragmented World,IND,India,unemployment,Year,2048
Fragmented World,IND,India,inflation,Year,2048
Fragmented World,IDN,Indonesia,unemployment,Year,2048
Fragmented World,IDN,Indonesia,inflation,Year,2048
Fragmented World,IRL,Ireland,unemployment,Year,2048
Fragmented World,IRL,Ireland,inflation,Year,2048
Fragmented World,ITA,Italy,unemployment,Year,2048
Fragmented World,ITA,Italy,inflation,Year,2048
Fragmented World,JPN,Japan,unemployment,Year,2048
Fragmented World,JPN,Japan,inflation,Year,2048
Fragmented World,LVA,Latvia,unemployment,Year,2048
Fragmented World,LVA,Latvia,inflation,Year,2048
Fragmented World,LTU,Lithuania,unemployment,Year,2048
Fragmented World,LTU,Lithuania,inflation,Year,2048
Fragmented World,MYS,Malaysia,unemployment,Year,2048
Fragmented World,MYS,Malaysia,inflation,Year,2048
Fragmented World,MEX,Mexico,unemployment,Year,2048
Fragmented World,MEX,Mexico,inflation,Year,2048
Fragmented World,NLD,Netherlands,unemployment,Year,2048
Fragmented World,NLD,Netherlands,inflation,Year,2048
Fragmented World,NZL,New Zealand,unemployment,Year,2048
Fragmented World,NZL,New Zealand,inflation,Year,2048
Fragmented World,NOR,Norway,unemployment,Year,2048
Fragmented World,NOR,Norway,inflation,Year,2048
Fragmented World,POL,Poland,unemployment,Year,2048
Fragmented World,POL,Poland,inflation,Year,2048
Fragmented World,PRT,Portugal,unemployment,Year,2048
Fragmented World,PRT,Portugal,inflation,Year,2048
Fragmented World,ROU,Romania,unemployment,Year,2048
Fragmented World,ROU,Romania,inflation,Year,2048
Fragmented World,RUS,Russia,unemployment,Year,2048
Fragmented World,RUS,Russia,inflation,Year,2048
Fragmented World,SGP,Singapore,unemployment,Year,2048
Fragmented World,SGP,Singapore,inflation,Year,2048
Fragmented World,SVK,Slovakia,unemployment,Year,2048
Fragmented World,SVK,Slovakia,inflation,Year,2048
Fragmented World,SVN,Slovenia,unemployment,Year,2048
Fragmented World,SVN,Slovenia,inflation,Year,2048
Fragmented World,ZAF,South Africa,unemployment,Year,2048
Fragmented World,ZAF,South Africa,inflation,Year,2048
Fragmented World,KOR,South Korea,unemployment,Year,2048
Fragmented World,KOR,South Korea,inflation,Year,2048
Fragmented World,ESP,Spain,unemployment,Year,2048
Fragmented World,ESP,Spain,inflation,Year,2048
Fragmented World,SWE,Sweden,unemployment,Year,2048
Fragmented World,SWE,Sweden,inflation,Year,2048
Fragmented World,CHE,Switzerland,unemployment,Year,2048
Fragmented World,CHE,Switzerland,inflation,Year,2048
Fragmented World,TWN,Taiwan,unemployment,Year,2048
Fragmented World,TWN,Taiwan,inflation,Year,2048
Fragmented World,GBR,United Kingdom,unemployment,Year,2048
Fragmented World,GBR,United Kingdom,inflation,Year,2048
Fragmented World,USA,United States,unemployment,Year,2048
Fragmented World,USA,United States,inflation,Year,2048
Fragmented World,VNM,Viet Nam,unemployment,Year,2048
Fragmented World,VNM,Viet Nam,inflation,Year,2048
NDC,ARG,Argentina,unemployment,Year,2048
NDC,ARG,Argentina,inflation,Year,2048
NDC,AUS,Australia,unemployment,Year,2048
NDC,AUS,Australia,inflation,Year,2048
NDC,AUT,Austria,unemployment,Year,2048
NDC,AUT,Austria,inflation,Year,2048
NDC,BEL,Belgium,unemployment,Year,2048
NDC,BEL,Belgium,inflation,Year,2048
NDC,BRA,Brazil,unemployment,Year,2048
NDC,BRA,Brazil,inflation,Year,2048
NDC,BGR,Bulgaria,unemployment,Year,2048
NDC,BGR,Bulgaria,inflation,Year,2048
NDC,CAN,Canada,unemployment,Year,2048
NDC,CAN,Canada,inflation,Year,2048
NDC,CHL,Chile,unemployment,Year,2048
NDC,CHL,Chile,inflation,Year,2048
NDC,CHN,China,unemployment,Year,2048
NDC,CHN,China,inflation,Year,2048
NDC,HRV,Croatia,unemployment,Year,2048
NDC,HRV,Croatia,inflation,Year,2048
NDC,CZE,Czech Republic,unemployment,Year,2048
NDC,CZE,Czech Republic,inflation,Year,2048
NDC,DNK,Denmark,unemployment,Year,2048
NDC,DNK,Denmark,inflation,Year,2048
NDC,EGY,Egypt,unemployment,Year,2048
NDC,EGY,Egypt,inflation,Year,2048
NDC,EST,Estonia,unemployment,Year,2048
NDC,EST,Estonia,inflation,Year,2048
NDC,FIN,Finland,unemployment,Year,2048
NDC,FIN,Finland,inflation,Year,2048
NDC,FRA,France,unemployment,Year,2048
NDC,FRA,France,inflation,Year,2048
NDC,DEU,Germany,unemployment,Year,2048
NDC,DEU,Germany,inflation,Year,2048
NDC,GRC,Greece,unemployment,Year,2048
NDC,GRC,Greece,inflation,Year,2048
NDC,HKG,Hong Kong,unemployment,Year,2048
NDC,HKG,Hong Kong,inflation,Year,2048
NDC,HUN,Hungary,unemployment,Year,2048
NDC,HUN,Hungary,inflation,Year,2048
NDC,IND,India,unemployment,Year,2048
NDC,IND,India,inflation,Year,2048
NDC,IDN,Indonesia,unemployment,Year,2048
NDC,IDN,Indonesia,inflation,Year,2048
NDC,IRL,Ireland,unemployment,Year,2048
NDC,IRL,Ireland,inflation,Year,2048
NDC,ITA,Italy,unemployment,Year,2048
NDC,ITA,Italy,inflation,Year,2048
NDC,JPN,Japan,unemployment,Year,2048
NDC,JPN,Japan,inflation,Year,2048
NDC,LVA,Latvia,unemployment,Year,2048
NDC,LVA,Latvia,inflation,Year,2048
NDC,LTU,Lithuania,unemployment,Year,2048
NDC,LTU,Lithuania,inflation,Year,2048
NDC,MYS,Malaysia,unemployment,Year,2048
NDC,MYS,Malaysia,inflation,Year,2048
NDC,MEX,Mexico,unemployment,Year,2048
NDC,MEX,Mexico,inflation,Year,2048
NDC,NLD,Netherlands,unemployment,Year,2048
NDC,NLD,Netherlands,inflation,Year,2048
NDC,NZL,New Zealand,unemployment,Year,2048
NDC,NZL,New Zealand,inflation,Year,2048
NDC,NOR,Norway,unemployment,Year,2048
NDC,NOR,Norway,inflation,Year,2048
NDC,POL,Poland,unemployment,Year,2048
NDC,POL,Poland,inflation,Year,2048
NDC,PRT,Portugal,unemployment,Year,2048
NDC,PRT,Portugal,inflation,Year,2048
NDC,ROU,Romania,unemployment,Year,2048
NDC,ROU,Romania,inflation,Year,2048
NDC,RUS,Russia,unemployment,Year,2048
NDC,RUS,Russia,inflation,Year,2048
NDC,SGP,Singapore,unemployment,Year,2048
NDC,SGP,Singapore,inflation,Year,2048
NDC,SVK,Slovakia,unemployment,Year,2048
NDC,SVK,Slovakia,inflation,Year,2048
NDC,SVN,Slovenia,unemployment,Year,2048
NDC,SVN,Slovenia,inflation,Year,2048
NDC,ZAF,South Africa,unemployment,Year,2048
NDC,ZAF,South Africa,inflation,Year,2048
NDC,KOR,South Korea,unemployment,Year,2048
NDC,KOR,South Korea,inflation,Year,2048
NDC,ESP,Spain,unemployment,Year,2048
NDC,ESP,Spain,inflation,Year,2048
NDC,SWE,Sweden,unemployment,Year,2048
NDC,SWE,Sweden,inflation,Year,2048
NDC,CHE,Switzerland,unemployment,Year,2048
NDC,CHE,Switzerland,inflation,Year,2048
NDC,TWN,Taiwan,unemployment,Year,2048
NDC,TWN,Taiwan,inflation,Year,2048
NDC,GBR,United Kingdom,unemployment,Year,2048
NDC,GBR,United Kingdom,inflation,Year,2048
NDC,USA,United States,unemployment,Year,2048
NDC,USA,United States,inflation,Year,2048
NDC,VNM,Viet Nam,unemployment,Year,2048
NDC,VNM,Viet Nam,inflation,Year,2048
Netzero,ARG,Argentina,unemployment,Year,2048
Netzero,ARG,Argentina,inflation,Year,2048
Netzero,AUS,Australia,unemployment,Year,2048
Netzero,AUS,Australia,inflation,Year,2048
Netzero,AUT,Austria,unemployment,Year,2048
Netzero,AUT,Austria,inflation,Year,2048
Netzero,BEL,Belgium,unemployment,Year,2048
Netzero,BEL,Belgium,inflation,Year,2048
Netzero,BRA,Brazil,unemployment,Year,2048
Netzero,BRA,Brazil,inflation,Year,2048
Netzero,BGR,Bulgaria,unemployment,Year,2048
Netzero,BGR,Bulgaria,inflation,Year,2048
Netzero,CAN,Canada,unemployment,Year,2048
Netzero,CAN,Canada,inflation,Year,2048
Netzero,CHL,Chile,unemployment,Year,2048
Netzero,CHL,Chile,inflation,Year,2048
Netzero,CHN,China,unemployment,Year,2048
Netzero,CHN,China,inflation,Year,2048
Netzero,HRV,Croatia,unemployment,Year,2048
Netzero,HRV,Croatia,inflation,Year,2048
Netzero,CZE,Czech Republic,unemployment,Year,2048
Netzero,CZE,Czech Republic,inflation,Year,2048
Netzero,DNK,Denmark,unemployment,Year,2048
Netzero,DNK,Denmark,inflation,Year,2048
Netzero,EGY,Egypt,unemployment,Year,2048
Netzero,EGY,Egypt,inflation,Year,2048
Netzero,EST,Estonia,unemployment,Year,2048
Netzero,EST,Estonia,inflation,Year,2048
Netzero,FIN,Finland,unemployment,Year,2048
Netzero,FIN,Finland,inflation,Year,2048
Netzero,FRA,France,unemployment,Year,2048
Netzero,FRA,France,inflation,Year,2048
Netzero,DEU,Germany,unemployment,Year,2048
Netzero,DEU,Germany,inflation,Year,2048
Netzero,GRC,Greece,unemployment,Year,2048
Netzero,GRC,Greece,inflation,Year,2048
Netzero,HKG,Hong Kong,unemployment,Year,2048
Netzero,HKG,Hong Kong,inflation,Year,2048
Netzero,HUN,Hungary,unemployment,Year,2048
Netzero,HUN,Hungary,inflation,Year,2048
Netzero,IND,India,unemployment,Year,2048
Netzero,IND,India,inflation,Year,2048
Netzero,IDN,Indonesia,unemployment,Year,2048
Netzero,IDN,Indonesia,inflation,Year,2048
Netzero,IRL,Ireland,unemployment,Year,2048
Netzero,IRL,Ireland,inflation,Year,2048
Netzero,ITA,Italy,unemployment,Year,2048
Netzero,ITA,Italy,inflation,Year,2048
Netzero,JPN,Japan,unemployment,Year,2048
Netzero,JPN,Japan,inflation,Year,2048
Netzero,LVA,Latvia,unemployment,Year,2048
Netzero,LVA,Latvia,inflation,Year,2048
Netzero,LTU,Lithuania,unemployment,Year,2048
Netzero,LTU,Lithuania,inflation,Year,2048
Netzero,MYS,Malaysia,unemployment,Year,2048
Netzero,MYS,Malaysia,inflation,Year,2048
Netzero,MEX,Mexico,unemployment,Year,2048
Netzero,MEX,Mexico,inflation,Year,2048
Netzero,NLD,Netherlands,unemployment,Year,2048
Netzero,NLD,Netherlands,inflation,Year,2048
Netzero,NZL,New Zealand,unemployment,Year,2048
Netzero,NZL,New Zealand,inflation,Year,2048
Netzero,NOR,Norway,unemployment,Year,2048
Netzero,NOR,Norway,inflation,Year,2048
Netzero,POL,Poland,unemployment,Year,2048
Netzero,POL,Poland,inflation,Year,2048
Netzero,PRT,Portugal,unemployment,Year,2048
Netzero,PRT,Portugal,inflation,Year,2048
Netzero,ROU,Romania,unemployment,Year,2048
Netzero,ROU,Romania,inflation,Year,2048
Netzero,RUS,Russia,unemployment,Year,2048
Netzero,RUS,Russia,inflation,Year,2048
Netzero,SGP,Singapore,unemployment,Year,2048
Netzero,SGP,Singapore,inflation,Year,2048
Netzero,SVK,Slovakia,unemployment,Year,2048
Netzero,SVK,Slovakia,inflation,Year,2048
Netzero,SVN,Slovenia,unemployment,Year,2048
Netzero,SVN,Slovenia,inflation,Year,2048
Netzero,ZAF,South Africa,unemployment,Year,2048
Netzero,ZAF,South Africa,inflation,Year,2048
Netzero,KOR,South Korea,unemployment,Year,2048
Netzero,KOR,South Korea,inflation,Year,2048
Netzero,ESP,Spain,unemployment,Year,2048
Netzero,ESP,Spain,inflation,Year,2048
Netzero,SWE,Sweden,unemployment,Year,2048
Netzero,SWE,Sweden,inflation,Year,2048
Netzero,CHE,Switzerland,unemployment,Year,2048
Netzero,CHE,Switzerland,inflation,Year,2048
Netzero,TWN,Taiwan,unemployment,Year,2048
Netzero,TWN,Taiwan,inflation,Year,2048
Netzero,GBR,United Kingdom,unemployment,Year,2048
Netzero,GBR,United Kingdom,inflation,Year,2048
Netzero,USA,United States,unemployment,Year,2048
Netzero,USA,United States,inflation,Year,2048
Netzero,VNM,Viet Nam,unemployment,Year,2048
Netzero,VNM,Viet Nam,inflation,Year,2048
Baseline,ARG,Argentina,unemployment,Year,2049
Baseline,ARG,Argentina,inflation,Year,2049
Baseline,AUS,Australia,unemployment,Year,2049
Baseline,AUS,Australia,inflation,Year,2049
Baseline,AUT,Austria,unemployment,Year,2049
Baseline,AUT,Austria,inflation,Year,2049
Baseline,BEL,Belgium,unemployment,Year,2049
Baseline,BEL,Belgium,inflation,Year,2049
Baseline,BRA,Brazil,unemployment,Year,2049
Baseline,BRA,Brazil,inflation,Year,2049
Baseline,BGR,Bulgaria,unemployment,Year,2049
Baseline,BGR,Bulgaria,inflation,Year,2049
Baseline,CAN,Canada,unemployment,Year,2049
Baseline,CAN,Canada,inflation,Year,2049
Baseline,CHL,Chile,unemployment,Year,2049
Baseline,CHL,Chile,inflation,Year,2049
Baseline,CHN,China,unemployment,Year,2049
Baseline,CHN,China,inflation,Year,2049
Baseline,HRV,Croatia,unemployment,Year,2049
Baseline,HRV,Croatia,inflation,Year,2049
Baseline,CZE,Czech Republic,unemployment,Year,2049
Baseline,CZE,Czech Republic,inflation,Year,2049
Baseline,DNK,Denmark,unemployment,Year,2049
Baseline,DNK,Denmark,inflation,Year,2049
Baseline,EGY,Egypt,unemployment,Year,2049
Baseline,EGY,Egypt,inflation,Year,2049
Baseline,EST,Estonia,unemployment,Year,2049
Baseline,EST,Estonia,inflation,Year,2049
Baseline,FIN,Finland,unemployment,Year,2049
Baseline,FIN,Finland,inflation,Year,2049
Baseline,FRA,France,unemployment,Year,2049
Baseline,FRA,France,inflation,Year,2049
Baseline,DEU,Germany,unemployment,Year,2049
Baseline,DEU,Germany,inflation,Year,2049
Baseline,GRC,Greece,unemployment,Year,2049
Baseline,GRC,Greece,inflation,Year,2049
